surfactant,temperature_(degC),composition_(wt%),observed_phase,tail_length_calculated_(A),tail_volume_calculated_(A^3),head_area_calculated_(A^2),AL/V_calculated,shape_identifier_(0-L/1-V/2-Y),phase_diagram_reference
C12E8,5,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.35,I1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.4,I1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.45,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.6,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.65,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.7,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.75,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.8,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.85,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.9,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,0.95,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,5,1,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.35,I1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.4,I1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.45,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.6,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.65,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.7,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.75,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.8,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.85,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.9,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,0.95,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,10,1,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.35,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.4,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.45,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.6,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.65,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.7,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.75,V1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.8,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.85,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.9,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,0.95,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,15,1,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.35,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.4,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.45,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.6,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.65,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.7,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.75,V1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.8,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.85,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.9,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,0.95,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,20,1,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.35,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.4,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.45,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.6,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.65,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.7,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.75,V1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.8,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.85,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.9,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,0.95,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,25,1,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.35,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.4,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.45,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.6,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.65,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.7,V1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.75,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.8,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.85,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.9,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,0.95,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,30,1,S,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.35,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.4,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.45,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.6,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.65,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.7,V1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.75,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.8,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.85,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.9,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,0.95,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,35,1,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.35,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.4,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.45,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.6,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.65,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.7,V1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.75,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.8,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.85,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.9,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,0.95,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,40,1,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.35,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.4,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.45,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.6,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.65,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.7,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.75,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.8,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.85,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.9,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,0.95,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,45,1,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.35,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.4,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.45,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.6,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.65,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.7,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.75,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.8,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.85,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.9,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,0.95,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,50,1,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.25,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.3,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.35,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.4,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.45,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.5,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.55,H1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.6,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.65,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.7,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.75,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.8,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.85,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.9,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,0.95,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,55,1,L2,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,60,0,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,60,0.05,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,60,0.1,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,60,0.15,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C12E8,60,0.2,L1,16.27,351.2,62.4,2.89,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
